Company_ID,Governorate,Industry,BI_Implementation_Year,Pre_BI_Decision_Making_Agility_Score,Post_BI_Decision_Making_Agility_Score,Pre_BI_Operational_Efficiency_Index,Post_BI_Operational_Efficiency_Index,Pre_BI_Data_Driven_Decisions_Percentage,Post_BI_Data_Driven_Decisions_Percentage,Revenue_Growth_After_BI_Percentage,Cost_Reduction_After_BI_Percentage,Customer_Satisfaction_Increase_After_BI_Percentage,Market_Share_Increase_After_BI_Percentage,Reference,Decision_Making_Agility_Improvement,Operational_Efficiency_Improvement,Data_Driven_Decisions_Improvement,Data_Source,Has_Negative_Agility_Improvement,Has_Negative_Efficiency_Improvement,Is_Recent_Implementation,Data_Quality_Flag,Reference_Standardized,Data_Last_Verified,Data_Version
1147,Ar-Raqqah,Manufacturing,2024,3.4,6.1,66.9,86.4,41.2,83.1,15.3,5.4,11.3,8.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.7,19.5,41.89999999999999,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1148,Ar-Raqqah,Education,2019,6.1,9.0,66.4,92.9,53.0,91.4,20.9,10.2,16.0,3.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.9000000000000004,26.5,38.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1149,Ar-Raqqah,Healthcare,2024,3.8,7.5,59.3,74.5,23.2,71.8,26.5,8.8,11.0,6.7,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.7,15.200000000000005,48.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1150,Ar-Raqqah,Manufacturing,2018,3.6,5.9,59.8,77.8,33.7,79.1,15.0,5.7,7.1,9.7,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.3000000000000003,18.0,45.39999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1151,Ar-Raqqah,Services,2019,5.0,8.0,77.2,94.7,41.8,86.3,1.0,17.1,14.5,6.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.0,17.5,44.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1152,Ar-Raqqah,Education,2024,3.8,7.4,58.4,76.9,44.9,88.8,20.8,6.0,8.0,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.6000000000000005,18.500000000000007,43.9,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1153,Ar-Raqqah,Healthcare,2019,5.0,7.9,66.4,78.7,31.9,80.2,18.7,8.6,11.8,6.8,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.9000000000000004,12.299999999999995,48.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1154,Ar-Raqqah,Finance,2021,5.7,9.5,70.7,88.6,45.8,91.7,25.2,14.1,7.8,2.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.8,17.89999999999999,45.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1155,Ar-Raqqah,Retail,2024,2.6,6.1,70.3,92.7,41.4,81.0,12.4,5.1,9.9,5.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.5,22.40000000000001,39.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1156,Ar-Raqqah,Education,2017,3.1,7.2,58.3,81.4,50.7,98.8,14.1,11.7,6.6,7.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.1,23.10000000000001,48.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1157,Ar-Raqqah,Telecommunications,2020,3.0,4.8,60.3,82.5,36.0,80.1,22.6,18.0,18.2,2.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,1.7999999999999998,22.200000000000003,44.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1158,Ar-Raqqah,Manufacturing,2020,6.5,9.9,58.7,80.3,38.7,83.0,24.1,11.7,7.0,4.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.4000000000000004,21.599999999999994,44.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1159,Ar-Raqqah,Services,2018,4.7,8.5,65.2,83.6,20.0,63.0,23.3,8.5,10.2,2.7,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.8,18.39999999999999,43.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1160,Ar-Raqqah,Retail,2017,5.6,9.2,73.6,84.4,38.3,81.9,16.7,7.6,10.8,7.8,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.6,10.800000000000011,43.60000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1161,Ar-Raqqah,Manufacturing,2020,5.0,8.2,74.2,86.1,33.6,77.8,27.1,10.0,14.3,3.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.1999999999999997,11.899999999999991,44.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1162,Ar-Raqqah,Services,2019,5.6,8.8,72.5,92.6,44.4,93.3,25.5,9.7,15.1,4.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.200000000000001,20.099999999999994,48.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1163,Ar-Raqqah,Finance,2017,4.3,6.6,73.9,80.4,60.0,100.0,16.8,10.3,13.6,3.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.3,6.5,40.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1164,Ar-Raqqah,Healthcare,2023,4.3,7.7,58.4,76.3,41.2,86.4,17.1,15.1,10.7,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.4000000000000004,17.9,45.2,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1165,Ar-Raqqah,Telecommunications,2022,5.9,9.1,69.3,86.6,51.1,94.8,26.6,9.8,8.5,7.3,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.1999999999999997,17.299999999999997,43.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1166,Ar-Raqqah,Education,2017,4.1,7.7,50.0,67.7,35.5,76.1,15.0,7.8,12.1,1.8,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.6000000000000005,17.700000000000003,40.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1167,Ar-Raqqah,Retail,2019,4.8,8.5,75.5,98.2,57.0,99.8,14.0,13.6,15.4,7.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.7,22.700000000000003,42.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1168,Ar-Raqqah,Retail,2017,6.5,9.8,70.8,84.5,59.4,100.0,16.5,8.7,9.4,3.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.3000000000000007,13.700000000000005,40.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1169,Ar-Raqqah,Healthcare,2020,3.5,8.0,73.0,94.4,50.6,100.0,7.3,4.9,8.7,4.2,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.5,21.40000000000001,49.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1170,Ar-Raqqah,Telecommunications,2017,4.1,7.1,69.3,87.2,33.1,69.5,12.2,7.9,11.2,2.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.0,17.900000000000006,36.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1171,Ar-Raqqah,Healthcare,2020,4.3,6.9,61.7,74.1,38.3,79.7,24.2,12.0,12.0,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.6000000000000005,12.399999999999991,41.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1172,Ar-Raqqah,Education,2018,4.9,8.5,68.7,92.9,44.0,92.1,19.3,13.1,8.8,4.2,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.6,24.200000000000003,48.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1173,Ar-Raqqah,Retail,2018,5.0,8.9,57.6,71.4,41.8,83.8,30.0,12.4,11.9,4.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.9,13.800000000000004,42.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1174,Ar-Raqqah,Telecommunications,2018,3.9,7.2,68.5,84.4,37.2,87.0,27.2,11.3,6.3,6.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.3000000000000003,15.900000000000006,49.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1175,Ar-Raqqah,Manufacturing,2019,5.3,9.4,68.1,88.4,33.5,79.3,26.9,7.7,8.5,5.7,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.1000000000000005,20.30000000000001,45.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1176,Ar-Raqqah,Education,2023,4.2,7.8,64.5,89.1,27.8,77.3,13.7,2.5,13.3,4.8,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.6,24.599999999999994,49.5,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1177,Ar-Raqqah,Healthcare,2020,4.4,8.3,71.9,89.8,44.1,88.7,9.5,4.1,11.4,5.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.9,17.89999999999999,44.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1178,Ar-Raqqah,Services,2018,5.1,8.2,57.9,77.3,44.6,80.2,13.2,7.3,12.8,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.1,19.4,35.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1179,Ar-Raqqah,Telecommunications,2020,4.3,7.1,63.2,76.6,43.2,90.1,13.6,16.8,10.9,9.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.8,13.399999999999991,46.89999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1180,Ar-Raqqah,Healthcare,2020,4.9,8.3,68.0,83.1,39.4,82.2,16.6,13.8,13.1,7.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.4000000000000004,15.099999999999994,42.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1181,Ar-Raqqah,Education,2022,4.2,7.2,59.5,75.8,20.0,62.4,18.0,12.6,11.1,6.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.0,16.299999999999997,42.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1182,Ar-Raqqah,Finance,2020,2.5,5.0,66.4,89.3,43.2,87.9,18.4,7.2,9.9,6.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.5,22.89999999999999,44.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1183,Ar-Raqqah,Manufacturing,2024,4.0,7.7,74.6,85.6,34.4,75.8,7.1,5.8,23.1,7.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.7,11.0,41.4,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1184,Ar-Raqqah,Manufacturing,2022,3.6,6.6,71.9,91.4,34.4,73.4,30.0,9.6,10.9,5.8,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.0,19.5,39.00000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1185,Ar-Raqqah,Services,2017,5.9,9.1,59.5,76.5,35.5,85.6,25.9,10.7,6.6,2.2,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.1999999999999997,17.0,50.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1186,Ar-Raqqah,Education,2019,4.0,7.0,63.5,81.1,20.0,60.5,14.5,15.4,8.7,6.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.0,17.599999999999994,40.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1187,Ar-Raqqah,Services,2021,4.7,8.7,76.7,94.2,35.3,77.5,17.0,8.4,14.7,6.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.999999999999999,17.5,42.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1188,Ar-Raqqah,Retail,2019,6.5,9.8,75.6,91.9,50.7,99.4,24.9,10.6,9.3,1.7,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.3000000000000007,16.30000000000001,48.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1189,Ar-Raqqah,Retail,2020,4.1,7.8,73.7,90.3,51.9,85.5,10.8,6.3,8.7,6.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.7,16.599999999999994,33.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1190,Ar-Raqqah,Retail,2018,5.1,7.8,59.1,78.4,33.9,72.6,24.6,16.2,19.2,6.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.7,19.300000000000004,38.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1191,Ar-Raqqah,Services,2019,3.7,7.6,69.7,91.1,41.4,91.1,19.9,3.8,18.7,2.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.9,21.39999999999999,49.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1192,Ar-Raqqah,Finance,2018,5.8,9.7,70.8,90.6,43.6,80.7,19.2,5.4,13.1,2.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.9,19.8,37.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1193,Ar-Raqqah,Services,2020,5.6,8.9,69.0,85.8,45.0,87.1,24.8,9.1,10.4,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.3000000000000007,16.799999999999997,42.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1194,Ar-Raqqah,Services,2017,3.8,7.4,76.4,91.2,38.5,85.0,15.7,12.2,14.8,8.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.6000000000000005,14.799999999999995,46.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1195,Ar-Raqqah,Healthcare,2024,4.1,6.7,71.8,84.8,60.0,100.0,18.6,14.0,5.0,12.3,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.6000000000000005,13.0,40.0,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1196,Ar-Raqqah,Healthcare,2017,3.8,6.9,54.5,74.2,29.5,74.6,15.1,5.6,8.7,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.1000000000000005,19.700000000000003,45.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1197,Ar-Raqqah,Healthcare,2024,5.2,10.0,71.1,85.2,36.3,81.2,16.3,14.1,13.3,7.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.8,14.100000000000009,44.900000000000006,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1198,Ar-Raqqah,Retail,2020,4.2,6.9,80.0,90.4,32.9,75.2,30.0,18.0,18.9,4.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.7,10.400000000000006,42.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1199,Ar-Raqqah,Manufacturing,2019,5.5,8.9,67.4,84.1,37.8,84.8,20.8,10.1,19.0,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.4000000000000004,16.69999999999999,47.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1200,Ar-Raqqah,Retail,2022,5.7,8.9,69.2,90.9,53.5,97.0,20.2,17.4,2.9,3.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.2,21.700000000000003,43.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1201,Ar-Raqqah,Manufacturing,2022,5.0,8.0,61.5,76.8,54.0,96.3,19.1,7.0,16.0,4.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.0,15.299999999999995,42.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1202,Ar-Raqqah,Services,2021,4.3,6.5,56.2,74.0,27.5,80.2,5.5,6.8,12.4,4.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.2,17.799999999999997,52.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1203,Ar-Raqqah,Healthcare,2017,3.2,5.8,60.7,77.2,57.7,100.0,26.0,12.4,17.2,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.6,16.5,42.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1204,Ar-Raqqah,Retail,2020,3.8,8.1,78.3,94.1,35.1,75.9,14.5,4.9,14.2,1.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.3,15.799999999999995,40.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1205,Ar-Raqqah,Retail,2018,2.5,6.7,71.4,92.1,32.7,79.8,25.6,9.8,21.2,5.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.2,20.69999999999999,47.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1206,Ar-Raqqah,Manufacturing,2018,5.1,7.3,70.4,85.1,31.9,83.3,17.1,5.9,10.7,2.0,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.2,14.699999999999989,51.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1207,Ar-Raqqah,Finance,2022,5.0,9.1,64.2,84.0,30.2,84.2,24.4,9.4,8.9,5.2,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.1,19.8,54.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1208,Ar-Raqqah,Education,2023,4.0,8.5,59.0,77.3,39.6,83.8,17.8,9.7,16.2,7.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,4.5,18.3,44.2,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1209,Ar-Raqqah,Finance,2019,4.8,7.0,72.3,96.0,31.2,74.9,14.7,15.5,12.7,10.1,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.2,23.700000000000003,43.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1210,Ar-Raqqah,Services,2023,4.5,8.3,55.4,73.4,39.1,86.5,17.3,5.8,12.3,2.6,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.8000000000000007,18.000000000000007,47.4,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1211,Ar-Raqqah,Manufacturing,2024,5.1,8.6,77.0,92.1,26.5,71.0,16.3,6.6,11.9,3.8,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.5,15.099999999999994,44.5,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1212,Ar-Raqqah,Finance,2024,3.1,6.5,63.1,85.3,54.5,100.0,8.7,16.7,19.3,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.4,22.2,45.5,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1213,Ar-Raqqah,Retail,2017,5.9,8.8,54.4,69.1,55.7,94.7,18.5,10.4,10.0,4.3,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.9000000000000004,14.699999999999996,39.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1214,Ar-Raqqah,Telecommunications,2019,2.8,6.2,75.4,96.6,32.3,72.2,16.7,17.0,15.2,7.4,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.4000000000000004,21.19999999999999,39.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1215,Ar-Raqqah,Services,2018,4.6,8.2,63.8,75.9,46.4,95.8,11.4,13.8,19.7,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.6,12.100000000000009,49.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1216,Ar-Raqqah,Manufacturing,2017,3.8,6.7,70.8,82.1,26.4,71.2,18.4,11.7,20.6,5.8,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.9000000000000004,11.299999999999995,44.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1217,Ar-Raqqah,Healthcare,2022,5.3,8.2,68.2,85.5,49.3,89.0,4.1,9.3,14.4,5.9,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.8999999999999995,17.299999999999997,39.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1218,Ar-Raqqah,Telecommunications,2023,5.8,9.3,63.7,72.1,37.5,86.1,16.0,10.3,14.2,2.7,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.500000000000001,8.399999999999991,48.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1219,Ar-Raqqah,Services,2019,4.2,6.8,67.3,76.0,42.8,89.2,29.1,9.4,14.1,3.2,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,2.6,8.700000000000003,46.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1220,Ar-Raqqah,Healthcare,2020,4.2,7.3,69.9,85.1,40.5,83.9,16.4,10.6,12.5,7.5,Synthetic Data Model (2025) - Simulated BI Impact in Ar-Raqqah,3.1,15.199999999999989,43.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1221,Deir ez-Zor,Telecommunications,2024,4.2,7.0,65.2,91.1,31.3,74.9,16.0,9.2,10.8,6.2,Synthetic Data Model (2025) - Simulated BI Impact in Deir ez-Zor,2.8,25.89999999999999,43.60000000000001,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1222,Deir ez-Zor,Manufacturing,2024,5.2,7.6,51.6,65.4,37.5,92.0,21.9,2.5,9.2,5.3,Synthetic Data Model (2025) - Simulated BI Impact in Deir ez-Zor,2.3999999999999995,13.800000000000004,54.5,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1223,Deir ez-Zor,Healthcare,2019,4.3,7.1,59.9,78.6,46.9,94.8,22.1,8.1,15.5,6.3,Synthetic Data Model (2025) - Simulated BI Impact in Deir ez-Zor,2.8,18.7,47.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1224,Deir ez-Zor,Telecommunications,2019,3.9,7.2,80.0,98.9,34.1,75.6,15.4,19.6,10.5,7.9,Synthetic Data Model (2025) - Simulated BI Impact in Deir ez-Zor,3.3000000000000003,18.90000000000001,41.49999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1225,Deir ez-Zor,Healthcare,2021,4.0,7.4,73.4,88.8,33.8,84.8,24.7,13.6,15.8,6.7,Synthetic Data Model (2025) - Simulated BI Impact in Deir ez-Zor,3.4000000000000004,15.399999999999991,51.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1226,Deir ez-Zor,Education,2024,6.5,9.8,71.8,83.7,32.1,72.2,26.5,1.0,10.5,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Deir ez-Zor,3.3000000000000007,11.900000000000006,40.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
1227,Deir ez-Zor,Healthcare,2017,6.0,9.5,61.8,83.8,39.9,84.7,10.9,6.0,8.6,5.6,Synthetic Data Model (2025) - Simulated BI Impact in Deir ez-Zor,3.5,22.0,44.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
